age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
mid20, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,none,none,below55, Philippines
early30, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
mid50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late20, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,none,none,below55, United-States
early20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,none,none,below55, United-States
late40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid60, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
mid50, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,none,none,below55, United-States
late40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late20, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,none,none,below55, United-States
early40, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early40, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
mid50, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
late30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late20, Private, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,none,none,below55, United-States
early60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early40, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
late20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
late40, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid30, Private, Prof-school, Never-married, Exec-managerial, Own-child, White, Male,none,none,below55, United-States
late40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
under20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Wife, Black, Female,none,none,below55, United-States
early40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,none,none,below55, United-States
early50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
late40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early20, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,none,none,below55, United-States
mid20, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,none,none,below55, Portugal
mid30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,none,none,below55, United-States
early40, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,none,none,below55, United-States
early40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
early30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
mid30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
mid20, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
mid40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
early40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
early60, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,none,none,below55, South
early50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below55, United-States
late30, Self-emp-inc, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Male,none,none,below55, United-States
late30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
early40, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late20, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
late20, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early30, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male,none,none,below55, United-States
early30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,none,none,below55, United-States
early40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,none,none,below55, United-States
late20, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late60, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, Canada
mid40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
mid30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
mid30, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
late20, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,none,none,below55, United-States
mid30, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,none,none,below55, United-States
early60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid30, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid20, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,none,none,below55, United-States
early30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
late30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid30, Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
mid50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,none,none,below55, United-States
early40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
early60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early50, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Male,none,none,below55, United-States
early50, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,none,none,below55, United-States
mid40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid40, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
mid50, ?, Some-college, Divorced, ?, Own-child, White, Male,none,none,below55, United-States
late30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early50, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below55, United-States
mid30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,none,below55, Iran
early50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late20, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,none,below55, United-States
early60, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, England
early40, Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
early30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
early20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,none,none,below55, United-States
early30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,none,none,below55, United-States
mid60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early60, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
early40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
